year,month,date,district,period,location,count,caseNo,content,source
113,11,113/11/24,汐止區,夜間,汐止區 藍23這些路線 / 長期全天候路經汐止區福德三路,1,H241124-2075,主要有藍36、藍21、藍39、藍23這些路線公車，長期全天候路經汐止區福德三路16號轉彎處，這些公車轉彎時，會打燈，進而傳出警示聲響，另反映，該處轉彎處長期夜間會有改裝車噪音、砂石車引擎噪音，以上，這些噪音甚至於5樓高樓層都能聽見，深深影響當地安寧，請相關機關儘速研議解決，並督導所有途經該處的公車，轉彎之際，打轉彎燈的警示聲音量調小聲，請新北市政府轉知相關單位。,1999市政信箱
113,11,113/11/24,板橋區,夜間,板橋區 快速道路從民生路及環河西路四段交接處開始一路長直線到新北大橋 / 這段直路常在平日晚上至凌晨或週末晚間成為飆車族愛用路段,1,J241124-4014,64 快速道路從民生路及環河西路四段交接處開始一路長直線到新北大橋 這段直路常在平日晚上至凌晨或週末晚間成為飆車族愛用路段 不論改車的噪音或是行車安全都十分擾民及危險 這樣的問題至少已長達兩年以上,1999市政信箱
113,11,113/11/25,中和區,未註明,中和區 復興路 / 多次與巷,1,J241125-4372,中和區 復興路280 巷 多次與巷內耆老討論關於280 巷汽機車超速及改裝車喇叭噪音妨礙巷內居民安全及安寧問題，建議市府交通局處，在巷口裝測速及噪音取締管制，例如科技執法，如此每日罰單絕對可以大量進帳。,1999市政信箱
113,11,113/11/25,新莊區,夜間,新莊區 好幾天在新北市新莊區西盛街390號全家前面這條西盛街,1,J241125-4080,從2024／11／20開始，好幾天在新北市新莊區西盛街390號全家前面這條西盛街前面，晚上10點開始，就一直有很吵的機車一直經過，而且不是經過一次，是故意來來回回，然後早上7點開始也是，不知道是同一台機車還是怎樣，但是我已經在休息，我真的無法出去蹲點拍照，而且他們的行車速度都很快也拍不到，11／24晚上有報警，但是警察走了他們又回來，而且今天早上沒有任何改善，請評估安裝噪音照相，這裡都是住宅區，大家10點過後都需要休息，隔天需要上班，噪音真的會造成身心衰落，麻煩盡快處理，不然又要再找其他管道申訴我也覺得很麻煩，我相信你們會盡快處理的，謝謝,1999市政信箱
113,11,113/11/25,中和區,夜間,中和區 我是中和圓通路,1,J241125-4018,我是中和圓通路的住戶，住在靠近雙和醫院一帶。晚上10點過後常常有重機或改裝汽車的噪音問題一直未改善。從小孩出生到現在六歲，小孩常常半夜被噪音嚇醒，這狀況從未改善過，希望市政府可以重視這問題，謝謝。,1999市政信箱
113,11,113/11/26,新店區,未註明,新店區 00之間在新店區三民路,1,H241126-2264,每天20:00到00:00之間在新店區三民路67號的「中正國小」附近，不定時有很多改裝的汽機車於該處飆車，希望單位加強取締並設置噪音科技執法。,1999市政信箱
113,11,113/11/26,林口區,未註明,林口區 林口區南勢四街 / 該址整條路段沿線,1,H241126-2162,林口區南勢四街，該址整條路段沿線長期不定時會有多台改裝汽車行經，產生排氣管噪音擾鄰，故請單位加強巡邏取締。,1999市政信箱
113,11,113/11/26,三重區,夜間,三重區 三重區三信路,1,H241126-2006,三重區三信路27號周邊，經常於凌晨24:00、03:00、04:00有改裝排氣管的飆車噪音，請單位設置攔檢站加強稽查。,1999市政信箱
113,11,113/11/26,樹林區,夜間,樹林區 在柑園街一段253巷路段 / 行駛該路段,1,J241126-4048,在柑園街一段253巷路段內夜間經常有非法改裝排氣管拔除消音塞的機車，行駛該路段影響周遭住戶睡眠品質，時有改裝機車不熄火停在該路段持續製造噪音擾人清夢，車速都非常快還會成群結對飆車。 煩請有關單位協助處理,1999市政信箱
113,11,113/11/26,金山區,夜間,金山區 本人為住在陽金公路 / 都會有重機及改裝車在公路,1,J241126-4046,本人為住在陽金公路旁的住戶，每天半夜（00:00-05:00）都會有重機及改裝車在公路飆車，且此路段無噪音取締，測速照相也少，在山區無噪音取締及測速照相可理解因人煙稀少，但往金山方向路段下山後路直且住戶逐漸變多，許多飆車族會在直路的地方加速且製造聲響，明顯已超過本公路的限速，聲音的部分已影響到住戶睡眠，想請問政府是否可在往市區方向設立噪音取締？本公路在台北方向芝山岩派出所外有設立噪音取締但我們金山方向「都沒有」住民也需要寧靜，而速度的部分仰德大道也設立多支的測速但我們從陽明山下來到金山市區這一整條路也才一支測速，這已影響到居民的安全及安寧，這是民眾給的建議，希望上層可以給我們居民一個安全及寧靜的生活環境,1999市政信箱
113,11,113/11/27,淡水區,未註明,淡水區 淡水區中正東路二段,1,H241127-2003,淡水區中正東路二段，靠近紅樹林捷運站，經常於23:00過後有許多重機或改裝車出沒並不知道往哪個方向行駛，因產生的聲響及噪音已嚴重影響鄰近住戶休息，且11/26 23:40也有上述情況發生，故請相關單位加強取締。,1999市政信箱
113,11,113/11/27,林口區,未註明,林口區 林口區中山路與文化二路二段 / 沿線往文化三路二段,1,H241127-2249,林口區中山路與文化二路二段交叉口、沿線往文化三路二段方向，長期於01:00到04:00間會有許多改裝車行經、競速，產生噪音、影響睡眠，請單位加強取締並設置攔檢站。,1999市政信箱
113,11,113/11/28,淡水區,夜間,淡水區 近來在新北市淡水區八勢路50巷 / 捷運紅樹林站前中正東路二段,1,J241128-4262,1.近來在新北市淡水區八勢路50巷、捷運紅樹林站前中正東路二段往台北方向，晚間11點至凌晨4、5點間，時常出現改裝車輛飆車的情形，車輛多數拔除消音器，噪音嚴重影響附近居民的生活品質。 往台北方向無噪音偵測器，只有往淡水方向有。 2.此外，飆車行為不僅造成噪音污染，亦對區域治安構成潛在威脅，居民對此深感擔憂。  請求事項：  為改善上述問題，敬請警察局考慮於該路段裝設噪音偵測器，並加強夜間路檢，以有效遏止飆車行為，保障當地居民的安全與安寧。,1999市政信箱
113,11,113/11/29,淡水區,未註明,淡水區 此路段 / 常有中山北路往北欲右轉新市一路三段,1,J241129-4156,此路段筆直，緊鄰三個社區住宅，且有其人員與機車之出入口。常有中山北路往北欲右轉新市一路三段機車，遇紅燈即改走此路段搶快，衍生機車超速與噪音(改裝車尤甚)問題，影響交通安全與社區安寧，期盼主管安單位能設法改善，感謝,1999市政信箱
113,11,113/11/29,板橋區,未註明,板橋區 板橋區中山路二段60巷 / 該址巷弄兩端銜接中山路二段60巷,1,H241129-2065,板橋區中山路二段60巷1弄，該址巷弄兩端銜接中山路二段60巷、中山路二段90巷，因長期有車輛看到紅燈後會轉進弄內，並高速行駛、產生高速行駛噪音，且曾因此導致兩起車禍發生，故希望單位能設置跳動路面(減速帶)，請單位會同民眾評估設置，並請提早電話聯繫會同時間。,1999市政信箱
113,11,113/11/30,汐止區,夜間,汐止區 汐止區康寧街569號往伯爵街 / 因過一段,1,H241130-2214,汐止區康寧街569號往伯爵街方向，於晚上到凌晨會有改裝車、飆車噪音，先前單位前往攔查後，狀況有所改善，因過一段時間無安排攔查，又故態復萌，遂請單位應定期攔查。,1999市政信箱
113,11,113/11/30,淡水區,夜間,淡水區 距我上次建議在這條巷 / 每天凌晨1點前後一樣兩三輛爆改機車騎過去炸街,1,J241130-4745,距我上次建議在這條巷子裝噪音照相應該一年多了吧? 說會加強取締取締去哪了? 每天凌晨1點前後一樣兩三輛爆改機車騎過去炸街都抓不到是不是? 常態在那個時間附近出沒就是某些行業在那時間附近下班的人製造的嘛不是嗎? 找幾個人凌晨在那躲著蹲點一、兩個小時，兩三天就早該抓到了吧! 結果勒? 有在抓嗎? 真的很奇筢一定要弄到被投訴才要行動嗎?,1999市政信箱
113,12,113/12/01,新莊區,夜間,新莊區 思源路 / 建請於思源路全線,1,J241201-4234,思源路大又長，常有噪音車加足馬力奔馳而過，日夜間都有，尤其夜間影響睡眠， 建請於思源路全線架設噪音車科技執法設備。,1999市政信箱
113,12,113/12/01,淡水區,未註明,淡水區 淡水區坪頂路,1,H241130-2225,淡水區坪頂路80號，該址一帶長期於晚間22時後，會有改裝車行駛噪音問題，故請單位加強取締。,1999市政信箱
113,12,113/12/02,土城區,下午,土城區 我每天騎機車上下班，經常被旁邊經過的機車排氣管噪音吵到，,1,J241202-4522,我每天騎機車上下班，經常被旁邊經過的機車排氣管噪音吵到，或者是等紅綠燈的時候旁邊機車排氣管聲音超大，一看都是改裝排氣管，我遇到的機率非常大，可見全新北有很多改裝排氣管的，請問警察有在抓嗎？,1999市政信箱
113,12,113/12/02,五股區,未註明,五股區 09在五股區芳洲路與芳洲二路,1,H241202-2495,12/1 01:09在五股區芳洲路與芳洲二路交叉口有汽車甩尾及改裝排氣管噪音，影響附近住戶睡眠休息， 此情況曾向單位反映過卻尚未改善，故請單位能加裝監視器或科技執法設備。,1999市政信箱
113,12,113/12/02,林口區,夜間,林口區 近幾個月來每週只要沒下雨，天天半夜都有噪音車故意聚集在林,1,F241202-1502,近幾個月來每週只要沒下雨，天天半夜都有噪音車故意聚集在林口一帶飆車，已經是故意的狀況了，現行法規根本治不了噪音車，林口警力又不足，麻煩請你們行行好，做點正事處理這種民生最相關的事，不要天天在吵架，不要讓垃圾把公權力當成笑話好嗎？,1999市政信箱
113,12,113/12/03,三重區,夜間,三重區 三重區成功路 / 2號前馬路為重新橋下橋後銜接中興橋的4線,1,J241203-4668,如題，三重區成功路106-2號前馬路為重新橋下橋後銜接中興橋的4線道，因此此路段長期尤其深夜時，有許多剛裝排氣管汽機車經過並大聲催油門是排氣管發出噪音，嚴重騷擾鄰近住戶深夜睡眠品質，因此懇請市府會同交通局設置聲音照相，取締破壞當地住戶深夜睡眠品質的違法改裝排氣管用路人。,1999市政信箱
113,12,113/12/03,鶯歌區,夜間,鶯歌區 尖山路59巷 / 建議可於巷,1,J241203-4544,鶯歌區 尖山路59巷口 巷內有屁孩住戶，普重機改裝排氣管，且深夜常聚集許多改裝排氣管之普重機，產生之噪音影響安寧，建議可於巷口裝設噪音科技執法取締。,1999市政信箱
113,12,113/12/03,土城區,夜間,土城區 另由於該路段,1,J241203-4142,土城區清水國民小學附近有車輛維修改裝店面，近期每日深夜或凌晨會有排氣管改裝車輛拉轉超速試車造成的巨大改裝排氣管的音量擾民，請重視並處理。 另由於該路段為長直道，常有排氣管改裝機車及車輛拉轉超速，造成危險及噪音危害，盼能設置噪音及超速監測用以避免車輛違規現象一再發生。,1999市政信箱
113,12,113/12/03,新店區,夜間,新店區 00起於新北市新店區安康路一段 / 住在巷,1,J241203-4084,1、113/11/30(六)凌晨00：00起於新北市新店區安康路一段293號附近有多輛改裝車輛不斷來回，要音質極大，依稀看到多輛BMW、Benz、VW等改裝車輛來回競速，許多車輛皆有反光車牌無法辨識，僅看到一輛BMW車牌為BVV-5388。 2、隔天詢問附近鄰居，皆被改裝車輛吵得無法入睡，住在巷子內的鄰居都可以清楚聽到改裝車輛噪音，且持續非常長時間，已嚴重影響居民居住品質，行徑離譜、囂張！ 3、安康路一段293號附近改裝問題非常嚴重，過往有警察臨檢時會改善，警察撤退後改裝車輛立刻出沒。 4、敬請承辦單位想出對策對策解決此問題，實在令人困擾。 5、居民在此呼籲在安康路一段293號附近雙向設立噪音監控檢舉及告示牌，並定期辦理車輛攔阻，以達嚇阻效果，謝謝。,1999市政信箱
